Name,State,Prog Length,School Type,2013_DRate,2012_DRate,2011DRate
TRUMAN STATE UNIVERSITY,MO,8,1,3,3.9,3.8
"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA",SC,8,1,3,3.4,5.7
SAINT VINCENT COLLEGE & SEMINARY,PA,8,2,3,4,4.7
URSULINE COLLEGE,OH,8,2,3,5.7,6.1
FURMAN UNIVERSITY,SC,8,2,3,2.1,2.7
MUHLENBERG COLLEGE,PA,6,2,3,1.6,2.8
JEFFERSON COLLEGE OF HEALTH SCIENCES,VA,8,2,3,4.1,4.9
MASTER'S COLLEGE & SEMINARY (THE),CA,8,2,3,2.6,2.5
SAINT MARY'S COLLEGE OF MARYLAND,MD,8,1,3,2.7,1.4
PACIFICA GRADUATE INSTITUTE,CA,8,3,3,2.9,3
MAKE-UP DESIGNORY,CA,2,3,3,5.3,6.5
NORTHWESTERN HEALTH SCIENCES UNIVERSITY,MN,8,2,3,1,2.8
SAN FRANCISCO ART INSTITUTE,CA,8,2,3,4.8,4.3
GRACE UNIVERSITY,NE,8,2,3,3.1,2
ADLER GRADUATE SCHOOL,MN,8,2,3,3.6,4.5
SCHOOL OF ADVERTISING ART,OH,5,3,3,4.3,10.3
TOLEDO ACADEMY OF BEAUTY CULTURE - EAST,OH,4,3,3,15.6,5.3
ROSEDALE BIBLE COLLEGE,OH,5,2,3,3.2,1.7
UNIVERSITY OF CANTERBURY,FC,8,5,3,0,5.8
MARGARET H. ROLLINS SCHOOL OF NURSING AT BEEBE MEDICAL CENTER,DE,4,2,3,4,4.5
INSTITUT D'ETUDES POLITIQUES DE PARIS,FC,8,5,3,0,0
BANCROFT SCHOOL OF MASSAGE THERAPY,MA,3,3,3,10.2,0
UNIVERSITY OF NORTHERN IOWA,IA,8,1,2.9,4,4.8
AZUSA PACIFIC UNIVERSITY,CA,8,2,2.9,3.6,4.1
CLEMSON UNIVERSITY,SC,8,1,2.9,2.7,4
UNIVERSITY OF VERMONT AND STATE AGRICULTURAL COLLEGE,VT,8,1,2.9,3.7,3.8
LESLEY UNIVERSITY,MA,8,2,2.9,3.8,4.4
WILLIAM WOODS UNIVERSITY,MO,8,2,2.9,3.5,4.8
UNIVERSITY OF TULSA (THE),OK,8,2,2.9,4.1,7.2
WHITTIER COLLEGE,CA,8,2,2.9,4.3,6.2
UNIVERSITY OF THE SCIENCES IN PHILADELPHIA,PA,8,2,2.9,2.1,2.4
SUSQUEHANNA UNIVERSITY,PA,6,2,2.9,3.4,3.7
AUGUSTANA COLLEGE,IL,6,2,2.9,2.7,5.5
SAINT MICHAEL'S COLLEGE,VT,8,2,2.9,1.8,2.8
EASTERN MENNONITE UNIVERSITY,VA,8,2,2.9,2.6,4.3
JUNIATA COLLEGE,PA,8,2,2.9,1.8,1.6
BIRMINGHAM-SOUTHERN COLLEGE,AL,6,2,2.9,4.4,9.9
UNIVERSITY OF THE ARTS LONDON,FC,8,5,2.9,4,6.6
G SKIN & BEAUTY INSTITUTE,IL,3,3,2.9,4.2,7.1
UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,NC,8,1,2.9,3.5,6
TAYLOR COLLEGE,FL,5,3,2.9,6.7,4.8
CHICAGO ORT TECHNICAL INSTITUTE,IL,5,2,2.9,8.1,28.3
EDUCATORS OF BEAUTY COLLEGE OF COSMETOLOGY,IL,3,3,2.9,4.2,10
UNIVERSITY OF CAMBRIDGE - HUGHES HALL,FC,8,5,2.9,3.5,10
UNIVERSITY OF AESTHETICS & COSMETOLOGY (THE),IL,3,3,2.9,6.8,8.6
GRADY HEALTH SYSTEM,GA,4,1,2.9,2,2
UNIVERSITY OF ILLINOIS AT CHICAGO,IL,8,1,2.8,3.2,4.2
ILLINOIS STATE UNIVERSITY,IL,8,1,2.8,2.8,4
"UNIVERSITY OF CALIFORNIA, RIVERSIDE",CA,8,1,2.8,4.3,6.1
"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,8,1,2.8,3.2,3.8
FORDHAM UNIVERSITY,NY,8,2,2.8,2.4,4.2
UNIVERSITY OF MINNESOTA  DULUTH,MN,8,1,2.8,2.8,4.4
SOUTHERN METHODIST UNIVERSITY,TX,8,2,2.8,3.3,4
HAMLINE UNIVERSITY,MN,8,2,2.8,3.2,4
ROGER WILLIAMS UNIVERSITY,RI,8,2,2.8,2.9,2.9
PROVIDENCE COLLEGE,RI,8,2,2.8,2,2.3
MANHATTAN COLLEGE,NY,8,2,2.8,2.6,4
ASSUMPTION COLLEGE,MA,8,2,2.8,3.1,3.5
ALLEGHENY COLLEGE,PA,6,2,2.8,4.8,2.6
BARD COLLEGE,NY,8,2,2.8,1.6,3.4
BENEDICTINE COLLEGE,KS,8,2,2.8,3.1,5.5
DEPAUW UNIVERSITY,IN,6,2,2.8,4.5,3
UNIVERSIDAD AUTONOMA DE GUADALAJARA,FC,8,6,2.8,3.4,2.6
UNIVERSITY OF THE SOUTH (THE),TN,8,2,2.8,1.3,4.8
NEW COLLEGE OF FLORIDA,FL,6,1,2.8,5.4,1
LAWRENCE MEMORIAL HOSPITAL SCHOOL OF NURSING,MA,5,2,2.8,0.7,0
SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCE,MO,5,2,2.8,4.3,11.4
CITIZENS SCHOOL OF NURSING,PA,4,2,2.8,6.4,7.3
UNION THEOLOGICAL SEMINARY,NY,8,2,2.8,4.4,9.7
HOLY NAME MEDICAL CENTER SCHOOL OF NURSING,NJ,4,2,2.8,2.9,0
MACQUARIE UNIVERSITY,FC,8,5,2.8,0,7.4
MONASH UNIVERSITY,FC,8,5,2.8,8.3,14.2
UNIVERSITY OF CALGARY,FC,8,5,2.8,2.7,5
NASHOTAH HOUSE,WI,8,2,2.8,0,2.3
HOLY APOSTLES COLLEGE & SEMINARY,CT,8,2,2.8,1.6,1.6
UNITEK COLLEGE,CA,3,3,2.8,0,0
PURDUE UNIVERSITY,IN,8,1,2.7,3.4,5.1
UNIVERSITY OF IOWA,IA,8,1,2.7,3.2,4.1
NORTH CAROLINA STATE UNIVERSITY,NC,8,1,2.7,3.4,4.1
LINDENWOOD UNIVERSITY,MO,8,2,2.7,3.4,4
UNIVERSITY OF WISCONSIN - EAU CLAIRE,WI,8,1,2.7,2.7,3.8
CHAPMAN UNIVERSITY,CA,8,2,2.7,2.3,3.5
MONMOUTH UNIVERSITY,NJ,8,2,2.7,3.6,5.9
UNIVERSITY OF REDLANDS,CA,8,2,2.7,3,3
JOHN CARROLL UNIVERSITY,OH,8,2,2.7,4.2,3.7
MARYMOUNT UNIVERSITY,VA,8,2,2.7,3.6,3.1
WESTMINSTER COLLEGE,UT,8,2,2.7,1.9,3.4
FRANCISCAN UNIVERSITY OF STEUBENVILLE,OH,8,2,2.7,2.6,2.2
WAGNER COLLEGE,NY,8,2,2.7,3,3.7
WESTMINSTER COLLEGE,PA,8,2,2.7,3.8,2.6
COVENANT COLLEGE,GA,8,2,2.7,3.6,3.3
LUTHER RICE COLLEGE & SEMINARY,GA,8,2,2.7,3,6.9
SIGNATURE HEALTHCARE BROCKTON HOSPITAL SCHOOL OF NURSING,MA,4,2,2.7,2.7,2.6
CABARRUS COLLEGE OF HEALTH SCIENCES,NC,8,2,2.7,6.2,0.7
BETH MEDRASH GOVOHA OF AMERICA,NJ,8,2,2.7,3.1,1.3
EDUCATORS OF BEAUTY COLLEGE OF COSMETOLOGY,IL,3,3,2.7,5.6,9
MOORE CAREER COLLEGE,LA,3,3,2.7,2.7,4.4
OMEGA INSTITUTE OF COSMETOLOGY,LA,3,3,2.7,2.5,8.3
HAYS ACADEMY OF HAIR DESIGN,KS,3,3,2.7,4.1,14.8
PINNACLE INSTITUTE OF COSMETOLOGY,NC,3,3,2.7,9.6,3.8
UNIVERSITY OF OXFORD - WOLFSON COLLEGE,FC,8,5,2.7,2.8,0
EUREKA INSTITUTE OF HEALTH AND BEAUTY,FL,3,3,2.7,5,0
EDEN THEOLOGICAL SEMINARY,MO,8,2,2.7,7.8,8.1
MANCHESTER METROPOLITAN UNIVERSITY,FC,8,5,2.7,8.3,8
PHOENIX SEMINARY,AZ,8,2,2.7,0,0
"UNIVERSITY OF CALIFORNIA, DAVIS",CA,8,1,2.6,2.7,3.8
UNIVERSITY OF NEBRASKA,NE,8,1,2.6,3.5,4.4
DUQUESNE UNIVERSITY OF THE HOLY SPIRIT,PA,8,2,2.6,2.5,2.8
SUNY COLLEGE AT CORTLAND,NY,8,1,2.6,2.9,3.6
MARIST COLLEGE,NY,8,2,2.6,2.1,2
LIPSCOMB UNIVERSITY,TN,8,2,2.6,4.9,3.5
CALVIN COLLEGE,MI,8,2,2.6,1.5,2.5
MESSIAH COLLEGE,PA,8,2,2.6,0.8,2.6
ROCKHURST UNIVERSITY,MO,8,2,2.6,3.6,5.7
MILLS COLLEGE,CA,8,2,2.6,3.8,5.7
VIRGINIA MILITARY INSTITUTE,VA,6,1,2.6,2.4,6
TRANSYLVANIA UNIVERSITY,KY,6,2,2.6,2.4,4.1
AGNES SCOTT COLLEGE,GA,6,2,2.6,4.7,7.1
COLBY COLLEGE,ME,6,2,2.6,0,2.5
MEHARRY MEDICAL COLLEGE,TN,8,2,2.6,4.5,3.4
NEWPORT SCHOOL OF HAIRDRESSING,RI,3,3,2.6,3.1,0
ROBERT PAUL ACADEMY OF COSMETOLOGY ARTS & SCIENCES,MD,3,3,2.6,4.3,3.9
SACRED HEART MAJOR SEMINARY,MI,8,2,2.6,3.1,3.4
UNIVERSITY OF WASHINGTON - SEATTLE,WA,8,1,2.5,2.7,4.3
BRIGHAM YOUNG UNIVERSITY - IDAHO,ID,6,2,2.5,2.7,2.9
CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY,CA,8,2,2.5,3.6,4.8
UNIVERSITY OF NEW ENGLAND,ME,8,2,2.5,3,4.5
CUNY BERNARD M. BARUCH COLLEGE,NY,8,1,2.5,4,6.1
CATHOLIC UNIVERSITY OF AMERICA (THE),DC,8,2,2.5,1.8,2.6
CALIFORNIA LUTHERAN UNIVERSITY,CA,8,2,2.5,2.7,3.8
SEATTLE PACIFIC UNIVERSITY,WA,8,2,2.5,2.3,1.9
WENTWORTH INSTITUTE OF TECHNOLOGY,MA,8,2,2.5,4.2,4.5
GEORGE FOX UNIVERSITY,OR,8,2,2.5,2.2,4.7
MOUNT SAINT MARY'S UNIVERSITY,MD,8,2,2.5,1.5,4.6
ST. LAWRENCE UNIVERSITY,NY,8,2,2.5,3.6,2.2
CENTRAL COLLEGE,IA,6,2,2.5,3.1,4.1
KNOX COLLEGE,IL,6,2,2.5,3.3,4.7
MILLSAPS COLLEGE,MS,8,2,2.5,5.4,5.6
AVIATION INSTITUTE OF MAINTENANCE,MO,11,3,2.5,12.6,29.6
AVIATION INSTITUTE OF MAINTENANCE,FL,4,3,2.5,16,27.7
AMERICAN CAREER COLLEGE,CA,3,3,2.5,4.2,5.3
AMERICAN FILM INSTITUTE CONSERVATORY,CA,8,2,2.5,3.7,1.4
BECK SCHOOL OF PRACTICAL NURSING,IL,3,1,2.5,8.7,20.3
RYERSON UNIVERSITY,FC,8,5,2.5,1.8,1.9
PRAIRIE BIBLE INSTITUTE,FC,6,6,2.5,2,1.8
WESTMINSTER THEOLOGICAL SEMINARY IN CALIFORNIA,CA,8,2,2.5,2.7,0
JAGIELLONIAN UNIVERSITY,FC,8,5,2.5,3,0
FREDERICK SCHOOL OF COSMETOLOGY,MD,3,3,2.5,3.5,0
JRENEE COLLEGE,IL,2,3,2.5,11.1,0
HENRICO COUNTY-SAINT MARY'S HOSPITAL SCHOOL OF PRACTICAL NURSING,VA,3,1,2.5,5,16.2
FLORIDA COLLEGE OF INTEGRATIVE MEDICINE,FL,8,3,2.5,2,9
CENTRAL EUROPEAN UNIVERSITY,FC,8,6,2.5,7.6,7.6
CONCEPTION SEMINARY COLLEGE,MO,6,2,2.5,8.1,7.3
SWANSEA UNIVERSITY,FC,8,5,2.5,0,2.6
COLORADO STATE UNIVERSITY,CO,8,1,2.4,2.8,4.8
NAZARETH COLLEGE OF ROCHESTER,NY,8,2,2.4,3.6,2.5
MCDANIEL COLLEGE,MD,8,2,2.4,4,3.2
SUNY COLLEGE OF ENVIRONMENT SCIENCE & FORESTRY,NY,8,1,2.4,2.1,3.7
APPALACHIAN SCHOOL OF LAW,VA,7,2,2.4,1.6,3.1
AMHERST COLLEGE,MA,6,2,2.4,1.5,4.5
CASAL AVEDA INSTITUTE,OH,4,3,2.4,6.5,13.9
ST. LUKE'S COLLEGE,IA,6,2,2.4,5,6.4
PIMA MEDICAL INSTITUTE,NM,5,3,2.4,19.4,17.4
UNIVERSITY OF WINDSOR,FC,8,5,2.4,9.6,13.2
ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS,IN,2,3,2.4,5.3,9
WORLD MEDICINE INSTITUTE,HI,8,2,2.4,4.2,6.5
SCHOOL OF DIAGNOSTIC IMAGING-CLEVELAND CLINIC HEALTH SYSTEM,OH,11,2,2.4,2.4,2.7
WEST VIRGINIA UNIVERSITY HOSPITALS,WV,11,2,2.4,2.7,2.6
APPALACHIAN BIBLE COLLEGE,WV,8,2,2.4,5.7,2.2
"UNIVERSITY OF CALIFORNIA, SANTA BARBARA",CA,8,1,2.3,4,4.5
UNIVERSITY OF SAN FRANCISCO,CA,8,2,2.3,2.7,5.3
SAINT MARY'S UNIVERSITY OF MINNESOTA,MN,8,2,2.3,2.7,3.2
POINT LOMA NAZARENE UNIVERSITY,CA,8,2,2.3,1.9,2.5
CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,CA,8,2,2.3,3.2,5.4
THOMAS JEFFERSON SCHOOL OF LAW,CA,7,2,2.3,1.8,3.1
ALMA COLLEGE,MI,6,2,2.3,5.2,7.8
CORNELL COLLEGE,IA,6,2,2.3,3.2,4
GOSHEN COLLEGE,IN,8,2,2.3,3.3,3.7
BATES COLLEGE,ME,6,2,2.3,0.6,1.4
READING HOSPITAL SCHOOL OF HEALTH SCIENCES,PA,4,2,2.3,4.4,3.9
PENNSYLVANIA GUNSMITH SCHOOL,PA,4,3,2.3,2.7,5.9
AVEDA FREDRIC'S INSTITUTE,IN,3,3,2.3,2.3,0
ESTELLE INTERNATIONAL,IL,2,3,2.3,1.5,0
SOUTH BAYLO UNIVERSITY,CA,8,2,2.3,6.5,15.7
IOWA SCHOOL OF BEAUTY,IA,4,3,2.3,5,9.5
TRINITY LABAN CONSERVATOIRE OF MUSIC AND DANCE,FC,8,5,2.3,2.8,0
UNIVERSITY OF MINNESOTA - TWIN CITIES,MN,8,1,2.2,2.6,3.6
UNIVERSITY OF CONNECTICUT,CT,8,1,2.2,2.7,3.8
UNIVERSITY OF GEORGIA,GA,8,1,2.2,2.9,3.8
UNIVERSITY OF SAN DIEGO,CA,8,2,2.2,1.5,2.8
CHRISTOPHER NEWPORT UNIVERSITY,VA,8,1,2.2,3.2,2.7
CHATHAM UNIVERSITY,PA,8,2,2.2,2.5,2.3
PALMER COLLEGE OF CHIROPRACTIC,IA,8,2,2.2,2.1,3.3
AUGUSTANA UNIVERSITY,SD,8,2,2.2,3.1,3.3
SARAH LAWRENCE COLLEGE,NY,8,2,2.2,1.3,3.3
NORTHWESTERN COLLEGE,IA,8,2,2.2,2.6,2.4
MULTNOMAH UNIVERSITY,OR,8,2,2.2,1.7,3.7
LAWRENCE UNIVERSITY OF WISCONSIN,WI,6,2,2.2,3.2,0.9
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,8,2,2.2,1.3,1.5
DAVIDSON COLLEGE,NC,6,2,2.2,1.3,2.2
TONI & GUY HAIRDRESSING ACADEMY,RI,3,3,2.2,11.8,11.9
HALLMARK INSTITUTE OF PHOTOGRAPHY,MA,3,3,2.2,9.8,3.8
COCHRAN SCHOOL OF NURSING SAINT JOHN'S RIVERSIDE HOSP,NY,5,2,2.2,1,1.6
NEW YORK COLLEGE OF PODIATRIC MEDICINE,NY,8,2,2.2,3.2,1
NEW YORK COLLEGE OF TRADITIONAL CHINESE MEDICINE,NY,8,2,2.2,4.8,6
CENTER FOR ADVANCED STUDIES ON PUERTO RICO & THE CARIBBEAN,PR,8,2,2.2,13.6,22.2
UNION PRESBYTERIAN SEMINARY,VA,8,2,2.2,0,2.5
SOKA UNIVERSITY OF AMERICA,CA,8,2,2.2,2,12
SIMON FRASER UNIVERSITY,FC,8,5,2.2,0,8.6
UNIVERSITY OF FLORIDA,FL,8,1,2.1,3,3.6
GEORGE MASON UNIVERSITY,VA,8,1,2.1,1.6,1.8
UNIVERSITY OF NEW HAMPSHIRE,NH,8,1,2.1,2,2.9
WESTERN WASHINGTON UNIVERSITY,WA,8,1,2.1,2.9,4.7
JAMES MADISON UNIVERSITY,VA,8,1,2.1,2.3,2.5
UNIVERSITY OF DAYTON,OH,8,2,2.1,1.9,2
BIOLA UNIVERSITY,CA,8,2,2.1,2.2,2.2
ILLINOIS INSTITUTE OF TECHNOLOGY,IL,8,2,2.1,2.6,3.1
WALSH COLLEGE OF ACCOUNTANCY & BUSINESS ADMINISTRATION,MI,8,2,2.1,1.7,3.1
COLORADO SCHOOL OF MINES,CO,8,1,2.1,0.8,1.9
UNIVERSITY OF RICHMOND,VA,8,2,2.1,1.5,1.7
HOPE COLLEGE,MI,6,2,2.1,2.2,3.5
ELIZABETHTOWN COLLEGE,PA,8,2,2.1,3.7,3.6
NEBRASKA WESLEYAN UNIVERSITY,NE,8,2,2.1,1.6,3
BUCKNELL UNIVERSITY,PA,8,2,2.1,1.1,1.3
GORDON COLLEGE,MA,8,2,2.1,1.3,1
MOUNT HOLYOKE COLLEGE,MA,8,2,2.1,1.3,5.6
UNIVERSITY OF EDINBURGH,FC,8,5,2.1,2.3,3.1
CARROLL COLLEGE,MT,6,2,2.1,3.4,1.7
FRANKLIN & MARSHALL COLLEGE,PA,6,2,2.1,1.8,2.3
BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS,TX,6,3,2.1,4.3,7
MICHIGAN STATE UNIVERSITY COLLEGE OF LAW,MI,7,2,2.1,1.3,2.9
RHODES COLLEGE,TN,8,2,2.1,4,4.2
AVE MARIA SCHOOL OF LAW,FL,7,2,2.1,2.2,3.4
ERIC FISHER ACADEMY,KS,3,3,2.1,5.3,5.7
AVEDA FREDRIC'S INSTITUTE,OH,3,3,2.1,4.6,2.8
UNIVERSITY OF TORONTO,FC,8,5,2.1,0.9,1.7
SEATTLE SCHOOL OF THEOLOGY AND PSYCHOLOGY (THE),WA,8,2,2.1,1.2,0
SOUTHWEST ACUPUNCTURE COLLEGE,NM,8,3,2.1,0,6.6
SAINT ELIZABETH SCHOOL OF NURSING,IN,11,2,2.1,2.1,2.3
SPERTUS COLLEGE OF JUDAICA,IL,8,2,2.1,2.4,10.8
UNIVERSITY OF ABERDEEN,FC,8,5,2.1,0,2.5
SHERMAN COLLEGE OF STRAIGHT CHIROPRACTIC,SC,8,2,2.1,5,0
MID CITY COLLEGE,LA,11,3,2.1,4.8,9.6
WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING,PA,4,2,2.1,0,1.8
INSTITUTE OF WORLD POLITICS (THE),DC,8,2,2.1,0,0
"UNIVERSITY OF CALIFORNIA, LOS ANGELES",CA,8,1,2,1.5,2.2
"UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,8,1,2,2.5,2.9
"UNIVERSITY OF MARYLAND, COLLEGE PARK",MD,8,1,2,2,2.8
"UNIVERSITY OF CALIFORNIA, BERKELEY",CA,8,1,2,2.9,3.8
"UNIVERSITY OF CALIFORNIA, IRVINE",CA,8,1,2,2.3,3.1
GEORGIA INSTITUTE OF TECHNOLOGY,GA,8,1,2,1.7,2.5
ITHACA COLLEGE,NY,8,2,2,2.2,1.7
BELMONT UNIVERSITY,TN,8,2,2,2,1.9
MICHIGAN TECHNOLOGICAL UNIVERSITY,MI,8,1,2,3.8,6
DRAKE UNIVERSITY,IA,8,2,2,1.4,2.9
SAMFORD UNIVERSITY,AL,8,2,2,0.7,1.3
GOLDEN GATE UNIVERSITY,CA,8,2,2,2,3.5
UNIVERSITY OF NORTHWESTERN- ST PAUL,MN,8,2,2,2.9,3.9
FLORIDA COASTAL SCHOOL OF LAW,FL,7,3,2,1.1,1.6
UNIVERSITY OF EVANSVILLE,IN,8,2,2,2.3,5.2
CEDARVILLE UNIVERSITY,OH,8,2,2,2,1.4
TAYLOR UNIVERSITY,IN,8,2,2,3.6,3.4
STANBRIDGE COLLEGE,CA,8,3,2,1.9,3.8
WASHINGTON AND JEFFERSON COLLEGE,PA,6,2,2,3.5,2.8
DORDT COLLEGE,IA,8,2,2,0.8,1.4
NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH,NE,8,2,2,2,2.4
LOGAN UNIVERSITY,MO,8,2,2,2.3,2.9
SAINT LOUIS COLLEGE OF PHARMACY,MO,7,2,2,1,1.6
CONNECTICUT COLLEGE,CT,8,2,2,1.4,3
UNIVERSITY OF WESTERN STATES,OR,8,2,2,2.7,3.3
WRIGHT INSTITUTE (THE),CA,8,2,2,1,1
CAPRI COLLEGE,IA,4,3,2,6.3,12.1
MAINE COLLEGE OF HEALTH PROFESSIONS,ME,5,2,2,2.9,7.3
NORCO COLLEGE,CA,5,1,2,15.2,15.7
"ACUPUNCTURE AND INTEGRATIVE MEDICINE COLLEGE, BERKELEY",CA,8,2,2,0,4.1
GRENOBLE ECOLE DE MANAGEMENT,FC,8,6,2,2.1,2.7
COMMONWEALTH MEDICAL COLLEGE (THE),PA,8,2,2,0,0
COLLEGE OF HAIR DESIGN CAREERS,OR,4,3,2,8.1,11.1
UNIVERSITY COLLEGE CORK,FC,8,5,2,4.5,4.7
BATON ROUGE GENERAL MEDICAL CENTER,LA,4,2,2,2.2,4.2
DRAGON RISES COLLEGE OF ORIENTAL MEDICINE,FL,8,2,2,0,0
MEDSPA ACADEMIES,UT,3,3,2,0,0
BIRTHINGWAY COLLEGE OF MIDWIFERY,OR,6,2,2,5.5,5.2
NEW YORK UNIVERSITY,NY,8,2,1.9,2,2.5
NORTHEASTERN UNIVERSITY,MA,8,2,1.9,2.8,4.2
UNIVERSITY OF DELAWARE,DE,8,1,1.9,2.4,3.7
UNIVERSITY OF MIAMI,FL,8,2,1.9,2,2.8
BINGHAMTON UNIVERSITY,NY,8,1,1.9,2.9,3.5
UNIVERSITY OF SAINT THOMAS,MN,8,2,1.9,2.1,4.2
SUNY COLLEGE AT GENESEO,NY,8,1,1.9,2,2
EMERSON COLLEGE,MA,8,2,1.9,1.1,2.5
UNIVERSITY OF MARY WASHINGTON,VA,8,1,1.9,2.3,1.7
LINFIELD COLLEGE,OR,8,2,1.9,3.6,3.3
OHIO NORTHERN UNIVERSITY,OH,8,2,1.9,2.5,2.7
WORCESTER POLYTECHNIC INSTITUTE,MA,8,2,1.9,2.2,3.7
CLAREMONT GRADUATE UNIVERSITY,CA,8,2,1.9,3.9,2.1
FRONTIER NURSING UNIVERSITY,KY,8,2,1.9,2.7,2.2
KETTERING UNIVERSITY,MI,8,2,1.9,3.5,5.3
GOLDFARB SCHOOL OF NURSING AT BARNES-JEWISH COLLEGE,MO,8,2,1.9,0.8,1.7
STATE UNIVERSITY OF NEW YORK UPSTATE MEDICAL UNIVERSITY,NY,8,1,1.9,1.3,0
SKIDMORE COLLEGE,NY,8,2,1.9,2.3,3.3
MASSACHUSETTS MARITIME ACADEMY,MA,8,1,1.9,4.2,6.3
CENTRE COLLEGE OF KENTUCKY,KY,6,2,1.9,1.5,2.5
BRYAN COLLEGE OF HEALTH SCIENCES,NE,8,2,1.9,2.2,3.9
GRATZ COLLEGE,PA,8,2,1.9,2.6,2
CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,8,2,1.9,2.5,0
COLORADO SCHOOL OF TRADES,CO,5,3,1.9,1,0.9
UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER,TX,8,1,1.9,2.4,5.6
MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH,MD,8,2,1.9,1,1.8
UNIVERSITEIT VAN AMSTERDAM,FC,8,5,1.9,0,4.2
UNIVERSITY OF YORK,FC,8,5,1.9,0,0
BEAVER FALLS BEAUTY ACADEMY,PA,3,3,1.9,0,8.6
CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,8,1,1.8,1.6,3.1
PEPPERDINE UNIVERSITY,CA,8,2,1.8,1.9,2.2
"TEACHERS COLLEGE, COLUMBIA UNIVERSITY",NY,8,2,1.8,1,1.9
WHITWORTH UNIVERSITY,WA,8,2,1.8,3.8,4.5
UNIVERSITY OF PUGET SOUND,WA,8,2,1.8,3.2,2.4
HOBART AND WILLIAM SMITH COLLEGES,NY,8,2,1.8,1.9,2.4
TRINITY UNIVERSITY,TX,8,2,1.8,2.1,2.7
SOUTHWESTERN LAW SCHOOL,CA,8,2,1.8,2.2,3.7
ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,NY,8,2,1.8,0.6,1
NATIONAL UNIVERSITY OF HEALTH SCIENCES (THE),IL,8,2,1.8,3.6,5
METHODIST COLLEGE,IL,8,2,1.8,3,0
UNIVERSITY OF BRITISH COLUMBIA,FC,8,5,1.8,1.6,4.2
MANHATTAN SCHOOL OF MUSIC,NY,8,2,1.8,3.1,3.1
METROPOLITAN LEARNING INSTITUTE,NY,3,2,1.8,5.6,15
COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE,CO,8,3,1.8,3.1,5.7
METHODIST THEOLOGICAL SCHOOL IN OHIO,OH,8,2,1.8,9.5,5.1
UNIVERSITY OF STIRLING,FC,8,5,1.8,0,3.5
GOLDSMITHS COLLEGE - UNIVERSITY OF LONDON,FC,8,5,1.8,2.7,1.9
ALEGENT CREIGHTON HEALTH,NE,5,2,1.8,4.9,11.5
ABERYSTWYTH UNIVERSITY,FC,8,5,1.8,0,5.5
UNIVERSITY OF SOUTHERN CALIFORNIA,CA,8,2,1.7,1.2,1.8
UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,IL,8,1,1.7,2.1,3.5
SEATTLE UNIVERSITY,WA,8,2,1.7,2.2,3.8
BETHEL UNIVERSITY,MN,8,2,1.7,2.7,3.6
SANTA CLARA UNIVERSITY,CA,8,2,1.7,2.2,2.9
PACIFIC UNIVERSITY,OR,8,2,1.7,2.3,1.8
CLARKSON UNIVERSITY,NY,8,2,1.7,2.8,2.4
ELMHURST COLLEGE,IL,8,2,1.7,2.5,2.1
SIENA COLLEGE,NY,8,2,1.7,2.4,2.2
BROWN UNIVERSITY,RI,8,2,1.7,0.5,1.3
WILLAMETTE UNIVERSITY,OR,8,2,1.7,3.1,3.5
CLARK UNIVERSITY,MA,8,2,1.7,2.3,3.6
CLARKSON COLLEGE,NE,8,2,1.7,3.1,2.3
WELLESLEY COLLEGE,MA,6,2,1.7,2.5,1.2
WILLIAMS COLLEGE,MA,8,2,1.7,2.3,1.8
SALON PROFESSIONAL ACADEMY (THE),AR,3,3,1.7,20.8,0
POMONA COLLEGE,CA,6,2,1.7,0,0
SOUTHSIDE REGIONAL MEDICAL CENTER PROFESSIONAL SCHOOLS,VA,5,3,1.7,5.9,6.2
BIBLICAL THEOLOGICAL SEMINARY,PA,8,2,1.7,0,0
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,VA,8,1,1.6,2.1,2.6
UNIVERSITY OF DENVER,CO,8,2,1.6,1.4,1.9
UNIVERSITY OF WISCONSIN - LACROSSE,WI,8,1,1.6,1.8,1.8
LOYOLA MARYMOUNT UNIVERSITY,CA,8,2,1.6,2.5,3.9
MCPHS UNIVERSITY,MA,8,2,1.6,1,1.8
